adult,id,original_language,overview,popularity,release_date,title,video,vote_average,vote_count,genres
False,1332586,es,"Dr. Federico attends the people with whom he shared his life, now septuagenarians with degenerative diseases, he tries to convince them to end their lives with dignity, like hundreds of patients he has helped to die. Not all of them understand him, nor share his postulates, but now they will have to accompany one of them in his last days.",1.062,2024-09-26,The Last Journey,False,0.0,0,[]
False,1219162,kn,Sequel to Sanju Weds Geetha (2011).,1.062,2024-04-01,Sanju Weds Geetha 2,False,0.0,0,"['Romance', 'Comedy']"
False,1211275,id,"Teddy wants to get married to fulfill his mother's wishes. However, when his mother found out that his future wife, Vanessia, was of Chinese descent, her mother did not allow it because she was embarrassed by the neighbors. Teddy also invited the whole village to Jakarta so they could still get married.",1.062,2024-01-18,Mrs. Tejo Goes to Jakarta,False,6.0,2,"['Drama', 'Comedy']"
False,1189973,en,"An immersion into the surreal and dreamlike world of painter, photographer and filmmaker Man Ray (1890-1976), one of the most prolific American visual artists, through four of his short films, brought to life by the atmospheric music of SQÜRL.",1.062,2024-05-03,Return to Reason: Four Films by Man Ray,False,9.0,1,['Drama']
False,956732,ko,"In my high school senior year, I began filming me and my friends as we studied hard to get into a good university. As time goes by, I become a university student, but still feel the same anxiety I felt like a high school student. One day, I get a call from my high school friend saying she is not doing well. I try to help her, but it doesn’t go well. I decide to write a letter to her.",1.062,2024-10-16,Saving a Dragonfly,False,0.0,0,['Documentary']
False,1407536,en,"Simon (Michael J. Vogelsang) and Fred (Evan Jacobs) are back! This time there's no holiday event to travel to together. Simon has made some poor choices with his money and he needs Fred, of all people, to bail him out!",1.061,2024-12-25,Shut Up And Get In The Car For The Last Time,False,0.0,0,[]
False,1341739,nl,"Griendtsveen, a picturesque village in the Peel on the border between Limburg and Brabant, is in danger of losing its primary school De Driehoek. The school, which has been the beating heart of the village for years, is about to close its doors. Documentary maker Ellis Smulders follows the teachers and parents who are determined to keep their school, if necessary by forming the school board themselves. Will they succeed in preserving the core of the close-knit village community, and thus the soul of the village?",1.061,2024-08-29,Village without school,False,0.0,0,['Documentary']
False,1277804,en,"After the events of Erecting A Monster 2, Victor has decided to transition into a female. The only problem is he needs his genital tissue to fully transition and its buried in the backyard. Victor/Victoria and Mohel Johnny embark on another ridiculous quest. A whole new cast of characters are introduced during this wacky tale that's full of laughs and gore",1.061,2024-05-10,Erecting A Monster 3: The ResErection,False,0.0,0,"['Comedy', 'Horror']"
False,1274454,pt,,1.061,2024-08-10,Dias de Camus,False,0.0,0,['Drama']
False,1271721,de,"Follows Joana Mallwitz during two pivotal years – when she gives birth to her son and her career accelerates significantly. But whether she’s at home, at rehearsals, or in the spotlight, the German conductor strives to prove that perfection at work is just as important as finding the right rhythm in life.",1.061,2024-05-16,Joana Mallwitz – Momentum,False,9.0,1,['Documentary']
False,1237099,is,"A chamber orchestra is working out of a rundown theatre in Reykjavik. Financial hardship places a great strain on the band and the lead violinist, Sigrun. The annual grant from the city is coming to an end so the band hires a world renowned cellist in order to save the band. The media goes wild and money starts to flow to the band again. Too bad the cellist is not a very nice person – he is quite the assgrabber and a two faced cheater. Too late to fire the star and the grand concert that will save the band is about to begin when the cellist chokes to death – 15 minutes before the concert. The band decides to risk it all and play the concert with a dead solo artist – not really thinking about how to end such a macabre show.",1.061,2024-01-26,Grand Finale,False,5.5,2,['Comedy']
False,1175421,en,"WaaPaKe is a story about resilience, love and transformation. Examined through an Indigenous lens, the stories of residential school Survivor-Warriors and their families offer an understanding of both intergenerational trauma and healing. We are taken to a studio set-up in front of a green screen. Through compassionate, candid conversations, Jules Koostatchin shares interviews with five individuals, family and friends, that all directly or indirectly experienced intergenerational trauma.",1.061,2024-03-23,WaaPaKe (Tomorrow),False,0.0,0,['Documentary']
False,1402377,en,"In May 2024, Alan Bennett turned 90. This film celebrates the life and long career of one of Britain's best-loved playwrights. Part frank reflection on the ageing process, part remembrance of the joys of youth, Alan is aided by the films he has written and the documentaries he has presented in his quest to understand the person he has become.",1.06,2024-12-13,Alan Bennett: 90 Years On,False,0.0,0,[]
False,1391833,pt,,1.06,2024-10-08,"Sem Corpo, Sem Crime",False,8.0,1,"['Thriller', 'Drama', 'Crime']"
False,1382084,en,"Sparks fly between a woman and a firefighter when she returns home to Holly, Michigan, to plan her best friend's wedding.",1.06,2024-07-02,A Fireman for Christmas,False,0.0,0,"['Comedy', 'Drama', 'Romance']"
False,1424479,ar,"The history of the roshan, the intricate wooden screens that adorn courtyards or filter light through the windows of traditional Saudi Arabian homes, has always been both lengthy and rich in artisanal heritage. In this concise yet focused film, architectural expert Ahmed Sami Angawi depicts how the roshan regulates light and air, essentially functioning as a form of low-energy air conditioning, while also providing a means for discreet conversations with passersbys through its meticulously carved wooden latticework. Traditionally crafted from local and imported woods, as well as those salvaged from pilgrimage boats.",1.059,2024-12-10,Alroshan,False,0.0,0,['Documentary']
False,1384475,en,A documentary on the making of Kevin Smith's film The 4:30 Movie,1.059,2024-10-01,Going Home Again: Making The 4:30 Movie,False,0.0,0,['Documentary']
False,1321874,ta,"When Praveenah arrives at a boarding school in Ooty, she discovers that her classmate Sabari is haunted by the crushing weight of survivor's guilt. Years later, their paths converge again on a thrilling Himalayan biking adventure, where Praveenah sets out to help Sabari confront his demons and find redemption from the suffocating grip of guilt.",1.059,2024-08-09,Minmini,False,6.0,1,['Drama']
False,1240236,es,,1.059,2024-01-29,¿Por qué la gallina cruzó el camino?,False,10.0,1,"['Documentary', 'Drama']"
False,1405512,en,"Witness the first edition of Charles Band's riotous ""Roadshow"" revamp that took over Full Moon's very own 130 year old haunted church in Cleveland, OH last Halloween (2024)! See Charlie hold court on stage with special guests like ASH VS. EVIL DEAD star Dana DeLorenzo, the ""First Lady of Full Moon"", actress Robin Sydney, horror legend Andrew Divoff (WISHMASTER, Full Moon's OBLIVION) and, of course, Charles Band himself telling tales, screening films and sparking his boner meter to life!",1.058,2024-12-20,Church of Chills: The First Event,False,0.0,0,['Documentary']
False,1394307,am,A Film By Ermias Tadesse,1.058,2024-11-29,Mehal Ketema,False,0.0,0,"['Romance', 'Action']"
False,1389748,nl,"In the documentary ‘Het Laatste Fluitsignaal’ supporters are closely followed during the historic last match ever at the Cambuurplein. The result is a football film without football, but with a personal story full of experience, a laugh, a curse and a tear.  Documentary maker Ivo Kraan, a Cambuur supporter himself, wanted to capture the unique atmosphere and emotions of the last match in the old stadium with ‘Het Laatste Fluitsignaal’. For him, the old Cambuur Stadium, in the middle of the residential area, is a place full of magic and solidarity. “Every two weeks, the most diverse characters come together in the stands, all with one shared passion: Cambuur.”",1.058,2024-10-26,Het Laatste Fluitsignaal,False,0.0,0,['Documentary']
False,1388409,en,"After finding love, Tom and Austin Wright unwittingly schedule weddings for the same day - leading to a fierce fight over who gets to wed their bride on Christmas Day.",1.058,2024-11-19,Marry Christmas,False,4.0,1,"['Comedy', 'Romance']"
False,1372158,en,"A photographer girl enters a street to take street photographs as usual and takes a few photos that she thinks are normal. When she washes the photos and hangs them, she sees that she is actually in one of the photos and goes in search of that person.",1.058,2024-10-06,Double Exposure,False,10.0,1,"['Mystery', 'Drama', 'Thriller']"
False,1355144,en,"Preteen Laurie discovers someone set up a birthday party for her in the woods. To her surprise, it wasn’t her parents. It was the birthday killer, Mr. Sprinkles! Will Laurie make it out alive?",1.058,2024-10-25,Birthday Bash,False,0.0,0,['Horror']
False,1330213,en,Explores the impact of a humble coach from Ohio whose influence on college football and his players extended far beyond the field.,1.058,2024-09-27,The Dawgfather: The Legend of Don James,False,0.0,0,['Documentary']
False,1324878,en,"My dear friends, it's time for us to welcome you to another 'lost' Jane Austen novel. It's been improvised from start to finish by the amazing cast of Austentatious.  The actors conjure up the story from nothing, backed by fully improvised lighting, soundtrack and, now I come to think about it, our camerawork too.  This is the third time we have recorded Austentatious, this time as part of their residency at the Arts Theatre in London's glittering West End.",1.058,2024-07-29,"Austentatious - I Don't Think So, Sir",False,0.0,0,['Comedy']
False,1312705,ar,"Eid, a young Bedouin from Rahat, spends his nights in Skype calls with Dounia, a married Arab actress living in Paris. Dounia is both his audience and his muse for a play he is writing about his life. When his parents force him to marry a woman he doesn’t know, Eid fears he will not be able to complete his dream. Eid will try to change his fate, determine the ending of his play himself, and tell his story—even if no one is there to listen.",1.058,2024-11-28,Eid,False,0.0,0,['Drama']
False,1295128,en,A touching family tale that follows little Billy as he sets out on a mission to speak with his mother in the afterlife while he is still coming to terms with her passing.,1.058,2024-08-13,Spirit of Friendship,False,4.0,1,"['Drama', 'Family', 'Fantasy']"
False,1213773,ru,"The Lyceum of Arts is shocked by the news of the suicide of a high school student. Alisa, a classmate of the deceased, together with the class decides to remain silent about the possible causes of the incident. Alisa's mother, a professional lawyer, is trying her best to avert trouble.",1.058,2024-09-12,110,False,0.0,0,['Drama']
False,1207392,es,"Julia, a first-time actress, has to decide on the path of her career when being put in a compromising situation with the director of the film.",1.058,2024-04-06,BETWEEN TAKES,False,0.0,0,['Drama']
False,1139911,en,"During a research trip, an international marine biology student uncovers his lab partner's scheme.",1.058,2024-07-18,Missing at Sea,False,0.0,0,"['Drama', 'Crime']"
False,1413120,pt,,1.057,2024-12-10,O Que a Roda Me Contou,False,7.0,1,['Documentary']
False,1398331,en,Tobias the Hybrid Tram Engine's sense of identity is thrown into question when a mysterious enemy returns to the railway with a hidden agenda and throws everyone's lives into chaos.,1.057,2024-12-24,Tobias And The Arcane Merchant,False,0.0,0,"['Drama', 'Science Fiction', 'Thriller']"
False,1337738,ja,"Taped during Yonezu's last concert performance held in Yokohama, Japan, at the Yokohama Arena on July 2, 2023, the show features some of his chart-topping hits, including ""Lemon,"" the long-running theme song for the TV series Unnatural, for which Yonezu made Billboard chart history by becoming the first-ever act to score song of the year with the same song for two years; the theme song for Hayao Miyazaki's Oscar-winning film The Boy and the Heron, ""Chikyugi - Spinning Globe""; the opening theme for TV anime Chainsaw Man, for which Yonezu became the first-ever Japanese language song to reach RIAA Gold certification, ""KICK BACK"" and many more. Experience the raw emotion and passion of Kenshi Yonezu's music as well as his electric stage presence as it unfolds on the big screen.",1.057,2024-09-11,KENSHI YONEZU 2023 TOUR / FANTASY,False,0.0,0,['Music']
False,1248683,es,"Spanish filmmaker David Trueba travels to New York to interview Woody Allen, who reviews his filmography and his many personal and artistic concerns.",1.057,2024-02-23,Un día en Nueva York con Woody Allen,False,6.3,3,"['Documentary', 'TV Movie']"
False,1229332,en,The Orioles defied expectations and took the AL East by storm during an enthralling 2023 season.,1.057,2024-01-10,101: The Story of the 2023 Baltimore Orioles,False,5.0,1,['Documentary']
False,1223825,es,A short film about life.,1.057,2024-12-01,I AM,False,0.0,0,"['Drama', 'Documentary', 'Thriller']"
False,1221317,tr,"Main character and his family, who live in Çorum, they  make yoghurt as a family tradition dating back thousands of years, and they are known for the taste and healing properties of their yoghurt. The secret of this legendary yoghurt is kept by the grandfather, the eldest of the family, and he makes the yoghurt. However, when snow falls on the roof of your grandfather's house on a summer day, everything will change... According to legend, if it snows on the roof of the person who has the secret on a summer day, that secret should be transferred to someone else and given to someone else in the family. If it is not given, great disasters will befall the family and they will be destroyed. All members of the family should come together to lend a helping hand as soon as possible.",1.057,2024-02-02,Legend,False,4.9,4,['Comedy']
False,1142275,en,"5 short films, from 5 directors and 4 different countries on the theme of the Alter-Ego.  The ""Alter Ego Film Project"" is inspired by the spirit of Maya Deren and her way of making films. Between double personality, secret identity, doppelgänger and impossible love we have discovered several unconventional stories halfway between narrative and experimental.",1.057,2024-11-18,Alter Ego Film Project,False,0.0,0,"['Music', 'Thriller', 'Drama', 'Fantasy', 'Horror', 'Romance']"
False,1030219,ja,"Kou, who had been living a dull life with no hope for the future, meets the charismatic Hee Bro. and regains the sparkle in his life. When Hee Bro. suddenly dies, Kou tries to find the definition of goodbye.",1.057,2024-03-08,i ai,False,8.0,2,"['Drama', 'Music']"
False,729759,no,"A blind man must investigate a kidnapping mystery when his date is abducted.  Martin, a blind man in his thirties, seems to have finally found love. But then his date is suddenly kidnapped in broad daylight! Martin is the only witness to the crime, and the police have little to go on. Who really is Cecilie, and why was she abducted? Together with his pessimistic friend Terje, Martin decides to take matters into his own hands. Equipped with only courage and ingenuity, Martin entangles himself further and further in a web of dangers, greater than he could have imagined.",1.057,2024-11-22,Oculi: The Only Witness,False,0.0,0,"['Drama', 'Thriller']"
False,1368369,tr,"After coming out of a long relationship, Alper is searching for a fresh start but finds himself in a moral conflict following an unexpected incident at work.",1.056,2024-10-10,While Time Flows,False,0.0,0,['Drama']
False,1341376,zh,"1961, post-war Taiwan. Ma Shuisheng, the eldest son of the Ma family, is forced to sell the family's ancestral land to purchase morphine for his ailing parents, providing them relief from pain. Eventually, Shuisheng faces a heart-wrenching decision between their last piece of farmland and his newborn child.",1.056,2024-10-15,The Land,False,0.0,0,['Drama']
False,1303618,es,,1.056,2024-06-11,Alhambra,False,0.0,0,['Drama']
False,1291165,en,Five live streaming serial killers compete against each other as they stalk and slash their way through a group of unsuspecting victims for the twisted pleasure of their dark web audience.,1.056,2024-10-31,Murderfest,False,4.0,1,['Horror']
False,1094293,en,"It's Oscar's first day of working at Bradbury Asylum, where the helter skelter patients are killing each other - when the staff aren't trying to first. He reports to Dr. Isaac Cole who has taken a keen interest in Angelica Zacherly, survivor of the East Willard massacre. If the holidays weren't stressful enough, not one but two Santa-clad slashers have arrived on the scene with opposing motives. From padded walls to splattered doors, Oscar's about to learn that minimum wage can be murder.",1.056,2024-12-25,"Silent Night, Bloody Night 3: Descent",False,0.0,0,['Horror']
False,1407708,en,"This special program takes a nostalgic look at some of the most memorable songs that have won the Grammy Award for Song of the Year. With hosts Gayle King and Mickey Guyton leading the way, viewers can expect an engaging exploration of the stories and emotions that shaped these iconic tracks.",1.055,2024-12-27,Grammy Greats: The Stories Behind the Songs,False,0.0,0,"['Documentary', 'Music']"
False,1407582,en,"This short machinima horror movie tells the escape story of Chris Edwards, inner voice dubbed by Aaron Landon Jackson, who wakes up in the middle of the night, at the cemetery, by a nameless grave that reads ""Rest In Pieces.""",1.055,2024-12-25,Rest in Pieces,False,8.3,3,"['Horror', 'Drama', 'Mystery', 'Thriller', 'Animation']"
False,1398031,en,"Having just robbed a bank, glass cannon Beau Cotton and hired gun Wyatt Rider attempt to escape over the Mexican border. They are pursued by Sheriffs donning executioner hoods who want to murder Beau for his mixed heritage. As the sheriffs gain ground on the two, their grievances clash together to stall them even further.",1.055,2024-12-13,The Bandit and The Mercenary,False,0.0,0,['Western']
False,1378014,en,"When an estranged traveller arrives in the thick of night, a desolate young woman will face a true testimony of faith",1.055,2024-12-01,Something Terrible Came with the Rain,False,0.0,0,"['Science Fiction', 'Horror', 'Thriller']"
False,1372002,en,"A shocking act, its baffling legacy - the gripping true crime doc. When Mrs Bobbit cut off her husband's penis in 1993, similar cases followed. Why?",1.055,2024-10-15,I Cut Off His Penis: The Truth Behind The Headlines,False,0.0,0,"['Documentary', 'Crime']"
False,1339224,en,"Explore the acclaimed filmmaker's more recent work in new interviews with Burns and his colleagues. Featuring excerpts from Country Music, Muhammad Ali, Benjamin Franklin, The U.S. and the Holocaust, The American Buffalo, The Vietnam War and others.",1.055,2024-09-04,"Ken Burns: One Nation, Many Stories",False,0.0,0,"['Documentary', 'History']"
False,1288081,pt,A boy passes his christimas alone in his house and starts being hauting.,1.055,2024-05-13,"Natal, à Noite, Sozinho",False,10.0,1,['Horror']
False,1168406,en,"Beau Boone, starving, half a left leg, at the end of his rope, falls off the train in the hell-on-wheels town of Nemesis. But Mr. Pettigrew intervenes. Beau owes him, but does he owe him his very life? Can a one-legged man sit shotgun in one of the toughest saloons on the Transcontinental. He can, if he doesn’t have anything to lose.",1.055,2024-05-21,Mr. Pettigrew,False,2.0,1,[]
False,1037352,en,"After being abandoned as a child, Jack ventures to remote New Zealand to attend the funeral of his estranged mother and there meets her grieving widow, Jill. His search for answers becomes dangerous when his mother’s ghost returns to inhabit both Jack and Jill, using each of their bodies to speak to the other, and instigating a life-threatening nocturnal dance between the three of them.",1.055,2024-09-05,Went Up the Hill,False,5.5,1,"['Drama', 'Thriller']"
False,1001473,fr,"Jo, a young woman and street circus artist, discovers the work of the professional clowns of “Nez pour Rire”. Quickly - perhaps too quickly - entering the association, she found herself at the hospital in contact with children, sick people, caregivers and families, to whom these clowns tirelessly try to bring joy and comfort. .",1.055,2024-10-14,Sur un fil,False,7.4,9,"['Comedy', 'Drama']"
False,1418434,es,,1.054,2024-10-29,Presencia,False,0.0,0,['Fantasy']
False,1408855,es,,1.054,2024-12-28,Inmarchitables,False,0.0,0,['Documentary']
False,1406807,tr,,1.054,2024-12-28,Ada,False,0.0,0,[]
False,1406289,en,"When the chances of winning the heart of a newslady are slimmed by a wealthy rival of his, a caring yet clumsy college professor creates a love potion from the DNA of a praying mantis. However, a lack of testing mutates him into an insectoid monster that can only be stopped by the professor's friends as well as 2 hectic detectives, before the hateful vice principal finds everything out.",1.054,2024-12-09,The Man-Tis,False,0.0,0,"['Science Fiction', 'Comedy', 'Horror']"
False,1402779,en,"Team Europe's story of the 2023 Ryder Cup. Una Famiglia gives unprecedented access to Team Europe, going behind-the-scenes to follow Luke and his team on the journey to Rome, as well unpacking everything from that special week in a series of exclusive interviews. It features the likes of Luke Donald, Rory McIlroy, Jon Rahm, Tommy Fleetwood, Shane Lowry and Ludvig Åberg, as well as past winning Captains José María Olazábal and Paul McGinley, as they open up on what makes the bond between European players so special.",1.054,2024-12-03,Una Famiglia | Team Europe's Story,False,0.0,0,['Documentary']
False,1401824,en,Two early thirty-somethings carry out the most honest job interview ever. A jaded HR recruiter and an uninspired candidate discover that they have more in common than they initially thought.,1.054,2024-12-13,The Job,False,0.0,0,"['Comedy', 'Drama']"
False,1361260,es,"After Inés and her grandmother learn about a military coup breaking out in their home country, the young woman tries desperately to get ahold of her loved ones back home. However, as the night progresses, doubt, pain and powerlessness start to take hold of Inés, threatening to destroy her relationship with her grandmother and her sanity…",1.054,2024-11-17,Apocalíptica,False,0.0,0,['Drama']
False,1360733,es,,1.054,2024-11-08,Verano en diciembre,False,0.0,0,['Comedy']
False,1356895,en,"A mystical origin story of the ancient three hares, who must remind mankind to respect the earth in order to protect their future.",1.054,2024-10-05,Three Hares,False,0.0,0,['Animation']
False,1355534,es,"Charile Cheesy (a robot rat) and Kooky Kitty (a strange cat-cookie hybrid) host a TV show in which they interview old ringtone mascots from the 2000s, those whose tunes could be heard on any Nokia cellphone. Their intentions of filming a happy and family-friendly episode come crashing down when they discover that these characters are now living quite disastrous lives.",1.054,2024-12-09,Behind the Ringtone,False,0.0,0,"['Animation', 'Comedy']"
False,1327013,de,"Art student Sarah starts doing Cam-Girl-Sex to pay her rent, but becomes more of a therapist for her clients instead.",1.054,2024-09-07,BROKE. ALONE. A kinky love story,False,5.0,1,['Comedy']
False,1320587,en,Karol G's last stop of her record-breaking Mañana Será Bonito Tour at the sold out Estadio Bernabeu in Madrid streamed live on Youtube worldwide.,1.054,2024-07-23,Mañana Será Bonito Forever,False,0.0,0,['Music']
False,1316723,hi,"Follows Shyam Rangeela, a stand-up comedian infamous for his Narendra Modi impersonation, and his daring pursuit of filing the general election nomination from the same constituency as the incumbent prime minister of India.",1.054,2024-10-11,Jamoora,False,0.0,0,"['Documentary', 'Drama']"
False,1299243,en,"PEACE!  The  Jedi  Order  continues  to  protect  EARTH  from  anything  threatening.  There are  heroes  on  both  sides.  Evil  is  everywhere. Newly  appointed  grand  master, Stellan  Gios,  leads  the  order through  an  age  of  light  and  hope,  dared  to  be  challenged.As  the  young  master  trys  to  meditate,  his  thoughts  are clouded  with  darkness,  as  two hooded  figures  attempts  to  sneak  up  on  the  grand  master....",1.054,2024-10-31,Star Wars Episode I: Betrayal Of The Force,False,0.0,0,"['Science Fiction', 'Fantasy']"
False,1266959,ta,"Five troublemaking bachelors get evicted and need to find refuge in a suspiciously affordable house on the outskirts of the city. Little do they know, the house has its own history.",1.054,2024-03-29,The Boys,False,8.0,1,"['Comedy', 'Horror']"
False,1226201,ar,"From the turtles of the Farasan Islands to the ibex that dot the Asir Mountains, this documentary captures Saudi Arabia's diverse wildlife and scenery.",1.054,2024-01-04,Horizon,False,0.0,0,['Documentary']
False,1214555,en,A detective investigates a number of both recent and cold case killings; is there a connection?,1.054,2024-01-13,Mosaic,False,0.0,0,['Horror']
False,1139636,ko,"Actor Lee Dong-hwi, who tries to change his image of a comedy actor, plays an anorexic king, but faces various difficulties and suffers humiliation.",1.054,2024-10-04,Method Acting,False,0.0,0,['Comedy']
False,1339856,en,"Izzy begins to suspect her new stepmother and her stepsister after her father's wealth, as his health suddenly declines. Her life turns into a nightmare after she discovers embezzlement and corruption within her family's business that somebody will kill to protect.",1.053,2024-08-08,Stepmom from Hell,False,8.0,1,"['TV Movie', 'Thriller']"
False,1329372,en,"They first triumphed on the 2002 reality show Pop Stars: The Rivals, and over the next decade, dominated the UK charts, the tabloids and the affections of fans of pure pop perfection.  Here are the group’s greatest musical moments and biggest hits, from their chart-topping debut Sound of the Underground to Something Kind of Ooooh, Can’t Speak French, Call the Shots and beyond.",1.053,2024-08-17,Girls Aloud at the BBC,False,2.0,1,['Music']
False,1255610,en,"Born from steel and glass Kino Kopf is created by two inventors. They are assembled by their mother, a nurturing artist, and their Father a greedy entrepreneur. Kino Kopf is the first of its kind a sentient humanoid VHS camera. They are given a life by their mother but presented to the world by their father. Kino Kopf is the next big sensation and spurs a technological revolution. They are soon forgotten and alone as new models surpass them. Kino Kopf is left alone to contemplate if they ever had a soul, as visions of an electric cowboy dance through their dreams.",1.053,2024-04-25,Kino Kopf,False,0.0,0,"['Science Fiction', 'Drama', 'Family']"
False,991357,en,"After his four siblings mysteriously die in their first weeks of college, a paranoid freshman must put his fears aside when a masked killer picks him as her next victim.",1.053,2024-04-28,Welcome Week: A College Horror Anthology,False,3.0,1,"['Horror', 'Comedy']"
False,1327620,en,Thrilling performances by Haley Joel Osment and Marin Hinkle help intensify the blend of suburban dread and existential absurdity in directors Maika Monroe and Simone Faoro's skillful adaptation of a story by Samantha Hunt.,1.052,2024-09-05,The Yellow,False,0.0,0,['Comedy']
False,1318357,fr,,1.052,2024-09-21,Le chant des huîtres,False,7.0,1,"['Romance', 'Music', 'Fantasy']"
False,1244801,en,Genderqueer comics from around the world take the stage at London's Alexandra Palace in this comedy showcase hosted by the award-winning Hannah Gadsby.,1.052,2024-03-04,Hannah Gadsby's Gender Agenda,False,5.8,9,['Comedy']
False,1229896,en,"Disinformation and conspiracy theories have reached a level unwitnessed since the turmoil of the 1930s. Feature documentary, ""How To Build A Truth Engine"", portrays a crack-team of investigators from the fields of technology, journalism, folklore and neuroscience who show that if you hack the information feed, you can hack somebody’s mind. Following their personal journeys they take us from the information battlefields into the inner workings of the human brain and show how - through us - a web of lies can change reality.",1.052,2024-12-12,How To Build A Truth Engine,False,0.0,0,['Documentary']
False,1225886,zh,"When Mom comes home with a newborn baby, a relative brings over a ""live chicken"" to make soup for Mom during her postpartum confinement. Little Monkey wants to help, so she asks Grandpa to secretly turn the clucking chicken into chicken soup. Should the chicken be killed or not?",1.052,2024-10-13,How to Kill a Chicken,False,0.0,0,['Drama']
False,1083324,fr,A single mother's struggle to raise a child diagnosed with autism.,1.052,2024-11-13,En tongs au pied de l'Himalaya,False,6.8,13,"['Comedy', 'Drama']"
False,699724,pt,,1.052,2024-12-12,O Menino Incrível,False,0.0,0,['Animation']
False,1390675,en,"After giving into temptation, a young woman attempts to conceal her sins from her family.",1.051,2024-11-20,Consume,False,0.0,0,"['Horror', 'Romance']"
False,1353477,en,"The shadow of Frank Stone looms over Cedar Hills, a town forever altered by his violent past. As a group of young friends are about to discover, Stone’s blood-soaked legacy cuts deep, leaving scars across families, generations, and the very fabric of reality itself.",1.051,2024-09-03,The Casting of Frank Stone,False,8.0,1,"['Horror', 'Action', 'Adventure', 'Drama']"
False,1282600,pt,,1.051,2024-04-29,Senna: 30 Anos,False,7.0,1,['Documentary']
False,1282516,tl,"When a deceased pilot is brought to Catacutan Funeral Home, the two kids ponder about their own dreams to become pilots and reach the clouds. But after several tries and when the unexpected happened, they both faced challenges urging them to navigate through foreign emotions. It is a story that dives into dreams and friendship and explores the intangibility of grief through the lens of children.",1.051,2024-05-02,Maybe If We Reach the Clouds,False,0.0,0,['Drama']
False,1265993,bn,"Based on the true event of the Bantala Rape Case where three women were brutally raped and murdered in 1990. Due to inadequate proof, and a lot of political and bureaucratic pressure, the case turned into a red file. Can Preeti and her team bring justice to the rape victims after so many years?",1.051,2024-03-29,The Red Files,False,5.0,1,"['Crime', 'Drama']"
False,1260893,kn,"A police officer is on a trail to hunt an elusive Ghost Leader indulged in trafficking.When an order for a wealthy businessman's daughters is given, the hero takes the job, but it leads to unexpected twists and turns.",1.051,2024-03-15,Hide And Seek,False,2.0,1,['Action']
False,1229009,ru,"On New Year's Eve, Pavel mistakenly takes someone else's coat, in which he finds expensive jewelry. At home, he realizes that his daughter's letter to Santa Claus remains in the pocket of his lost coat. The father of the family, together with his wife, is trying to find out what exactly the girl wished for. But six-year-old Varya is afraid to talk about her dream, otherwise it won't come true. In order to preserve the child's faith in miracles, parents will have to find a letter that was lost in the vast city of Moscow, and at the same time return the found gift.",1.051,2024-01-01,I Won't Tell,False,8.0,2,['Comedy']
False,1228816,en,"When a loving couple with two children welcome a seemingly sweet and capable nanny into their home, little do they know that her presence will unravel a chilling tale of hidden agendas and sinister secrets, plunging them into a terrifying journey.",1.051,2024-01-23,A Nanny's Revenge,False,0.0,0,"['Thriller', 'Drama']"
False,1336546,nb,"In rural Norway, two brothers share an unshakable drive to achieve greatness. Magne Havnaa sets his sights on becoming a world boxing champion, with his older brother Erling as his greatest supporter, putting his own dreams aside to help Magne succeed. Together, they rise against the odds, but their journey doesn’t end in the ring. As Magne’s career takes its course, Erling’s relentless spirit leads him to unexpected and fateful choices, shaping a legacy neither could have foreseen.",0.99,2024-12-25,Team Havnaa,False,0.0,0,['Drama']
False,1324791,en,"Pamela and Sterling are the married owners of a thriving tech empire, where they have all the power and money in the world. As the demands of their business have grown, they bring on Vanessa, a high efficient and enigmatic private secretary. What initially seems as a godsend, Vanessa soon begins to dive further into their lives, and has an agenda that could bring their empire to ruin.",1.014,2024-08-06,The Private Secretary,False,0.0,0,['Thriller']
False,1315725,fr,,0.774,2024-06-30,Batushka - Hellfest 2024,False,8.0,1,['Music']
False,1104132,kn,"This feel-good tale follows Arvind, a city recovery agent with a perfect girlfriend. When she urges him to confront their parents about marriage, he avoids the issue, triggering a series of comedic events that change his life. It`s a light-hearted exploration of love and commitment amidst his escapist tendencies",0.7,2024-11-22,Aaram Aravind Swamy,False,0.0,0,"['Comedy', 'Romance']"
False,1407830,en,"After discovering his late grandfather Lolo Dan’s old film camera, Martin finds a hidden notebook containing 49 unfulfilled wishes. Determined to honor his grandfather, he embarks on an unexpected adventure to make those wishes come true.",0.74,2024-12-25,50lo Trip With Lolo Dan,False,0.0,0,[]
False,1392088,es,"“When dying is a way of life”. This is the synopsis of the short film, where mother and daughter (Luisa Gavasa and Pepa Aniorte), try to deal with the image of death in their daily lives, with humor, sarcasm, and all that mother-daughter relationships imply.",1.021,2024-08-16,La Mort,False,0.0,0,"['Comedy', 'Drama']"
False,1390475,en,An accomplished molecular biologist moves out of the lab in a quest to make an encyclopedia documenting all the fruit fly species in North America.,0.602,2024-12-06,All the Little Things,False,0.0,0,['Documentary']
False,1390240,fr,,0.602,2024-12-06,Service public 2 : Fronts contre Front,False,0.0,0,['Documentary']
False,1383225,en,"On the eve of her wedding, a daughter's quest to discover the identity of her father brings three men from her mother's past back to the Greek island paradise they last visited over 20 years ago. The story-telling magic of ABBA's timeless songs propel this enchanting tale of love, laughter, friendship, and discovery.",0.722,2024-04-25,Mamma Mia!,False,0.0,0,"['Music', 'Romance', 'Comedy']"
